,user_id,user_url,sentiment_analysis,posted,item_id,recommend
27415,dropitwhenitshot,http://steamcommunity.com/id/dropitwhenitshot,2,2015-01-21,218620,1
27418,weoweoman,http://steamcommunity.com/id/weoweoman,2,2014-04-10,730,1
27419,peptides,http://steamcommunity.com/id/peptides,2,2014-05-02,244730,1
27421,76561198010399847,http://steamcommunity.com/profiles/76561198010399847,2,2015-01-17,251570,1
27423,76561198073808757,http://steamcommunity.com/profiles/76561198073808757,2,NaT,230410,0
27424,76561198045436944,http://steamcommunity.com/profiles/76561198045436944,0,2015-11-10,250900,1
27425,mydion,http://steamcommunity.com/id/mydion,2,2015-04-08,440,1
27426,ctiyboy,http://steamcommunity.com/id/ctiyboy,2,NaT,105600,1
27427,76561198067764491,http://steamcommunity.com/profiles/76561198067764491,2,2014-01-04,214420,1
27428,76561198007860684,http://steamcommunity.com/profiles/76561198007860684,2,2014-07-28,440,1
27429,whatreyouevendoing,http://steamcommunity.com/id/whatreyouevendoing,2,2013-12-23,72850,1
27430,the_prototype193,http://steamcommunity.com/id/the_prototype193,2,2013-08-02,230410,1
27431,76561198166836547,http://steamcommunity.com/profiles/76561198166836547,2,2015-10-02,252950,1
27432,4_5C12U13,http://steamcommunity.com/id/4_5C12U13,2,2014-04-02,265930,1
27438,76561198008063702,http://steamcommunity.com/profiles/76561198008063702,2,2014-02-27,233270,1
27439,constantine1,http://steamcommunity.com/id/constantine1,2,2013-05-24,550,1
27440,76561198025911915,http://steamcommunity.com/profiles/76561198025911915,2,2014-02-27,212500,1
27441,76561198077646251,http://steamcommunity.com/profiles/76561198077646251,2,2013-12-23,238960,1
27442,76561198077820914,http://steamcommunity.com/profiles/76561198077820914,2,2014-08-08,304930,1
27443,CookedTuna,http://steamcommunity.com/id/CookedTuna,0,NaT,365590,0
27453,76561198082101754,http://steamcommunity.com/profiles/76561198082101754,2,NaT,238460,1
27454,420slender,http://steamcommunity.com/id/420slender,2,2015-11-19,250900,1
27455,dagingermenace,http://steamcommunity.com/id/dagingermenace,2,2015-12-29,261570,1
27456,76561198059243134,http://steamcommunity.com/profiles/76561198059243134,0,2015-08-16,570,1
27458,76561197978421438,http://steamcommunity.com/profiles/76561197978421438,2,2012-07-23,7830,1
27466,76561198076246541,http://steamcommunity.com/profiles/76561198076246541,2,2013-12-17,261030,1
27469,76561198016212878,http://steamcommunity.com/profiles/76561198016212878,2,2015-06-11,570,1
27470,tomdabomb115,http://steamcommunity.com/id/tomdabomb115,2,NaT,301520,0
27471,Rattyson,http://steamcommunity.com/id/Rattyson,2,2014-09-07,620,1
27474,cooldbzsaiyan,http://steamcommunity.com/id/cooldbzsaiyan,2,NaT,331600,1
27479,76561198079211507,http://steamcommunity.com/profiles/76561198079211507,2,NaT,225540,0
27482,76561198037396227,http://steamcommunity.com/profiles/76561198037396227,2,2011-06-19,32500,1
27483,cooliecan,http://steamcommunity.com/id/cooliecan,2,NaT,332500,0
27485,coolman1342,http://steamcommunity.com/id/coolman1342,2,2011-06-18,70,1
27486,76561198063361762,http://steamcommunity.com/profiles/76561198063361762,2,2014-02-14,234710,1
27488,76561198185657175,http://steamcommunity.com/profiles/76561198185657175,2,2015-04-14,440,1
27489,coopZ_official,http://steamcommunity.com/id/coopZ_official,2,2014-02-15,238320,1
27490,ashnike,http://steamcommunity.com/id/ashnike,2,2014-01-05,730,1
27491,76561198080454250,http://steamcommunity.com/profiles/76561198080454250,2,2014-02-10,208090,1
27492,coreyaus,http://steamcommunity.com/id/coreyaus,2,2013-12-17,252490,1
27496,tastydUck,http://steamcommunity.com/id/tastydUck,2,2013-03-19,224540,0
27497,76561198065283566,http://steamcommunity.com/profiles/76561198065283566,2,2014-04-12,250600,1
27498,76561198088000520,http://steamcommunity.com/profiles/76561198088000520,2,2015-12-22,730,1
27503,legendaneo,http://steamcommunity.com/id/legendaneo,2,2014-03-21,214950,1
27510,Hydroflame564,http://steamcommunity.com/id/Hydroflame564,2,2015-06-15,239660,1
27513,CorsairCrossley,http://steamcommunity.com/id/CorsairCrossley,2,2015-03-27,105600,1
27514,ninjamonkey901,http://steamcommunity.com/id/ninjamonkey901,2,2014-09-19,4000,1
27515,76561198062450095,http://steamcommunity.com/profiles/76561198062450095,2,2015-10-23,570,1
27516,76561198056239313,http://steamcommunity.com/profiles/76561198056239313,2,2014-02-14,205100,1
27518,wooownoluck,http://steamcommunity.com/id/wooownoluck,2,2014-01-25,730,1
27519,76561198078975876,http://steamcommunity.com/profiles/76561198078975876,2,2013-11-29,224540,1
27520,76561198026008283,http://steamcommunity.com/profiles/76561198026008283,2,2015-12-25,318530,1
27523,76561198069644041,http://steamcommunity.com/profiles/76561198069644041,2,2013-12-03,218230,1
27524,76561198089604858,http://steamcommunity.com/profiles/76561198089604858,2,2014-10-29,440,1
27526,76561197960467275,http://steamcommunity.com/profiles/76561197960467275,2,2014-03-26,230410,1
27528,goodjobyoufoundmyaccount,http://steamcommunity.com/id/goodjobyoufoundmyaccount,2,2014-04-02,440,1
27529,76561198050936392,http://steamcommunity.com/profiles/76561198050936392,2,2014-02-14,8930,1
27530,CowOnWeed,http://steamcommunity.com/id/CowOnWeed,2,2015-08-01,346900,1
27538,ANUUCHEEKIBREEKIUVDAMKI,http://steamcommunity.com/id/ANUUCHEEKIBREEKIUVDAMKI,2,2014-09-17,550,1
27545,KyrSpeedy,http://steamcommunity.com/id/KyrSpeedy,2,2015-04-18,236110,1
27548,76561198072436582,http://steamcommunity.com/profiles/76561198072436582,2,2015-10-17,218620,0
27553,cozzakill,http://steamcommunity.com/id/cozzakill,2,2013-11-26,256410,1
27554,Cyber_Z0,http://steamcommunity.com/id/Cyber_Z0,1,2015-12-15,417860,1
27556,76561198090542837,http://steamcommunity.com/profiles/76561198090542837,2,NaT,730,1
27558,76561198057130438,http://steamcommunity.com/profiles/76561198057130438,2,2014-02-02,440,1
27560,CptDeadfire,http://steamcommunity.com/id/CptDeadfire,2,2013-12-04,105600,1
27562,76561198059789255,http://steamcommunity.com/profiles/76561198059789255,2,2014-09-24,200210,1
27564,76561198185380522,http://steamcommunity.com/profiles/76561198185380522,2,2015-11-11,440,1
27565,Crackleking76,http://steamcommunity.com/id/Crackleking76,2,2013-04-24,91310,1
27574,150010792,http://steamcommunity.com/id/150010792,2,NaT,319630,1
27576,Crailik,http://steamcommunity.com/id/Crailik,2,NaT,202970,1
27579,crappycrap,http://steamcommunity.com/id/crappycrap,2,2012-10-29,440,1
27581,_Wings_,http://steamcommunity.com/id/_Wings_,2,2013-06-28,227680,1
27584,76561198025475753,http://steamcommunity.com/profiles/76561198025475753,2,2015-06-14,730,1
27591,Crashersupreme,http://steamcommunity.com/id/Crashersupreme,2,2014-01-11,730,1
27599,homieknight99,http://steamcommunity.com/id/homieknight99,2,2015-02-26,730,1
27600,76561198040345799,http://steamcommunity.com/profiles/76561198040345799,0,NaT,294100,1
27602,CrazedGamingSteam,http://steamcommunity.com/id/CrazedGamingSteam,2,NaT,390670,1
27606,76561198087264465,http://steamcommunity.com/profiles/76561198087264465,2,2014-03-28,208090,1
27607,1a1u14,http://steamcommunity.com/id/1a1u14,2,NaT,11020,1
27609,76561198091733633,http://steamcommunity.com/profiles/76561198091733633,2,2015-08-28,730,1
27610,76561198052095168,http://steamcommunity.com/profiles/76561198052095168,2,2014-07-11,570,1
27611,Evan950,http://steamcommunity.com/id/Evan950,2,2014-01-02,241600,1
27612,76561198101738657,http://steamcommunity.com/profiles/76561198101738657,2,2015-06-14,278970,0
27618,iliakitmail,http://steamcommunity.com/id/iliakitmail,2,2015-08-27,304930,0
27619,76561198037124068,http://steamcommunity.com/profiles/76561198037124068,2,NaT,335070,1
27620,crcorrigan,http://steamcommunity.com/id/crcorrigan,2,2012-10-08,200210,1
27621,Tulen4k123,http://steamcommunity.com/id/Tulen4k123,2,NaT,322500,1
27622,ourlordgaben,http://steamcommunity.com/id/ourlordgaben,2,2014-04-04,233720,1
27626,76561197996262501,http://steamcommunity.com/profiles/76561197996262501,2,2014-08-11,242760,1
27629,crevatian,http://steamcommunity.com/id/crevatian,2,2013-12-20,108710,1
27630,karaty002,http://steamcommunity.com/id/karaty002,2,2015-10-18,42680,1
27631,crimsafe,http://steamcommunity.com/id/crimsafe,2,NaT,211820,1
27632,76561198043797361,http://steamcommunity.com/profiles/76561198043797361,2,2015-05-24,440,1
27633,76561198069821673,http://steamcommunity.com/profiles/76561198069821673,2,NaT,346110,0
27638,76561198073897919,http://steamcommunity.com/profiles/76561198073897919,2,NaT,49520,1
27641,crisanevie,http://steamcommunity.com/id/crisanevie,2,2014-09-30,227300,1
27642,76561198078052595,http://steamcommunity.com/profiles/76561198078052595,2,2014-12-18,219103,1
27644,76561198226946500,http://steamcommunity.com/profiles/76561198226946500,2,2015-06-02,730,1
27645,CriticalTiming,http://steamcommunity.com/id/CriticalTiming,2,2014-11-14,207610,1
27653,grimnoddy,http://steamcommunity.com/id/grimnoddy,2,NaT,230410,1
27654,76561198028908163,http://steamcommunity.com/profiles/76561198028908163,2,NaT,241910,1
27655,76561198068952127,http://steamcommunity.com/profiles/76561198068952127,2,2013-03-09,209870,1
27657,Corvus_bellator,http://steamcommunity.com/id/Corvus_bellator,2,2014-12-16,4000,1
27658,CRUBIK19,http://steamcommunity.com/id/CRUBIK19,2,2014-12-26,303390,1
27659,CruelZor,http://steamcommunity.com/id/CruelZor,2,NaT,211820,1
27660,KaptainPlayz,http://steamcommunity.com/id/KaptainPlayz,2,2015-01-13,730,1
27661,SouthernCrux,http://steamcommunity.com/id/SouthernCrux,2,2014-06-24,72850,1
27662,crnza,http://steamcommunity.com/id/crnza,2,2014-12-02,228380,1
27664,SadisticAss,http://steamcommunity.com/id/SadisticAss,2,2012-01-25,12210,1
27665,cry0sin,http://steamcommunity.com/id/cry0sin,2,NaT,304930,0
27666,chromixprowl,http://steamcommunity.com/id/chromixprowl,2,2015-12-07,570,1
27673,HeartDawn,http://steamcommunity.com/id/HeartDawn,2,2015-09-24,730,1
27674,th14f,http://steamcommunity.com/id/th14f,2,2015-10-08,730,1
27675,76561198054924361,http://steamcommunity.com/profiles/76561198054924361,2,2014-12-27,105450,1
27676,76561198064945201,http://steamcommunity.com/profiles/76561198064945201,2,NaT,418340,0
27678,crystallinevoid,http://steamcommunity.com/id/crystallinevoid,2,2015-01-22,70400,1
27680,I_Am_Krazy_For_ApplePie,http://steamcommunity.com/id/I_Am_Krazy_For_ApplePie,2,NaT,319630,1
27682,76561198023152575,http://steamcommunity.com/profiles/76561198023152575,2,2014-08-15,260230,1
27689,76561198093722743,http://steamcommunity.com/profiles/76561198093722743,2,2013-12-20,203290,1
27690,guess-ill-see-you-in-hell,http://steamcommunity.com/id/guess-ill-see-you-in-hell,2,NaT,346010,1
27692,Cry-Z,http://steamcommunity.com/id/Cry-Z,2,2014-10-10,300,1
27693,OptioMajoris,http://steamcommunity.com/id/OptioMajoris,2,2015-11-18,377160,1
27700,76561198046046184,http://steamcommunity.com/profiles/76561198046046184,2,2015-10-10,730,1
27701,76561198076583990,http://steamcommunity.com/profiles/76561198076583990,2,2015-09-21,346110,1
27703,absolutelyNobody,http://steamcommunity.com/id/absolutelyNobody,2,NaT,221910,1
27704,76561198075738409,http://steamcommunity.com/profiles/76561198075738409,0,2015-03-29,224540,1
27709,76561197970972400,http://steamcommunity.com/profiles/76561197970972400,2,2015-06-21,314150,1
27715,comin4datbooty,http://steamcommunity.com/id/comin4datbooty,2,2015-12-20,221260,1
27724,76561198106988051,http://steamcommunity.com/profiles/76561198106988051,2,2014-09-06,304930,1
27725,phazorr,http://steamcommunity.com/id/phazorr,0,2015-06-30,346110,0
27728,76561198065340769,http://steamcommunity.com/profiles/76561198065340769,0,2014-10-16,33440,1
27734,76561198086085936,http://steamcommunity.com/profiles/76561198086085936,0,2014-03-14,223670,0
27735,76561198098816605,http://steamcommunity.com/profiles/76561198098816605,2,2014-06-23,105600,1
27736,curlboy,http://steamcommunity.com/id/curlboy,2,NaT,224540,1
27740,curlybob619,http://steamcommunity.com/id/curlybob619,2,2014-06-24,49600,1
27741,cuseofthekin,http://steamcommunity.com/id/cuseofthekin,2,2015-11-21,417860,1
27745,mocebunny,http://steamcommunity.com/id/mocebunny,2,2015-10-25,218620,0
27747,76561198073587958,http://steamcommunity.com/profiles/76561198073587958,2,NaT,730,1
27750,johnvu3,http://steamcommunity.com/id/johnvu3,2,2015-09-13,359050,1
27752,76561197999950218,http://steamcommunity.com/profiles/76561197999950218,2,2015-10-20,218620,0
27753,CuzySato,http://steamcommunity.com/id/CuzySato,2,2015-11-23,417860,1
27754,jonalance,http://steamcommunity.com/id/jonalance,2,2014-07-28,570,1
27755,cyckath,http://steamcommunity.com/id/cyckath,2,2013-11-25,249130,1
27764,76561198129275085,http://steamcommunity.com/profiles/76561198129275085,2,NaT,252490,0
27765,Hybridation,http://steamcommunity.com/id/Hybridation,2,NaT,235460,1
27769,YANZHUO,http://steamcommunity.com/id/YANZHUO,2,2014-09-19,251570,1
27770,NoSuccessWithoutSacrifice,http://steamcommunity.com/id/NoSuccessWithoutSacrifice,2,NaT,730,1
27772,76561198049650989,http://steamcommunity.com/profiles/76561198049650989,2,2014-04-11,243870,1
27775,76561198029821531,http://steamcommunity.com/profiles/76561198029821531,2,2015-05-14,230410,1
27776,76561198086857424,http://steamcommunity.com/profiles/76561198086857424,0,2015-09-11,730,0
27778,76561198029104153,http://steamcommunity.com/profiles/76561198029104153,2,NaT,630,1
27781,cyrus2233,http://steamcommunity.com/id/cyrus2233,2,2013-12-06,440,1
27782,docnoobius,http://steamcommunity.com/id/docnoobius,2,2013-12-15,570,1
27783,D3LTAS-L1GHT,http://steamcommunity.com/id/D3LTAS-L1GHT,2,2014-07-25,304930,1
27789,76561198050823592,http://steamcommunity.com/profiles/76561198050823592,2,NaT,386180,1
27790,EthanDennisMcKormick,http://steamcommunity.com/id/EthanDennisMcKormick,2,2014-01-25,550,1
27793,76561198049213233,http://steamcommunity.com/profiles/76561198049213233,2,2015-08-07,233450,1
27797,Darell3,http://steamcommunity.com/id/Darell3,2,2014-09-29,730,1
27801,Image_Nation,http://steamcommunity.com/id/Image_Nation,2,2015-06-12,230410,1
27803,76561198149955367,http://steamcommunity.com/profiles/76561198149955367,2,NaT,339610,1
27805,76561198064654914,http://steamcommunity.com/profiles/76561198064654914,2,NaT,337320,1
27806,76561197972180709,http://steamcommunity.com/profiles/76561197972180709,0,2015-12-26,301910,1
27807,76561198080212791,http://steamcommunity.com/profiles/76561198080212791,2,2014-10-17,243870,0
27808,DABOSSalreadytaken,http://steamcommunity.com/id/DABOSSalreadytaken,2,2014-07-23,730,1
27810,BrahJimbo,http://steamcommunity.com/id/BrahJimbo,2,2014-01-16,261820,1
27820,daslimeking,http://steamcommunity.com/id/daslimeking,2,2013-12-12,233450,1
27821,76561198036004633,http://steamcommunity.com/profiles/76561198036004633,2,2014-06-08,43160,1
27822,Tobuscus5001,http://steamcommunity.com/id/Tobuscus5001,2,2014-01-12,57300,1
27825,daarons,http://steamcommunity.com/id/daarons,2,2014-09-12,218620,1
27829,tinhbao101,http://steamcommunity.com/id/tinhbao101,2,2014-02-07,730,1
27830,jacoloco,http://steamcommunity.com/id/jacoloco,2,2014-05-10,440,1
27831,76561198031449899,http://steamcommunity.com/profiles/76561198031449899,2,NaT,363680,1
27833,76561198047316723,http://steamcommunity.com/profiles/76561198047316723,2,2013-12-04,570,1
27834,76561198057596243,http://steamcommunity.com/profiles/76561198057596243,2,NaT,219890,1
27836,dacslc,http://steamcommunity.com/id/dacslc,2,NaT,331160,1
27837,76561198060181391,http://steamcommunity.com/profiles/76561198060181391,2,2012-03-17,105600,1
27838,andreyh,http://steamcommunity.com/id/andreyh,0,NaT,730,1
27839,FlNALIZE,http://steamcommunity.com/id/FlNALIZE,2,NaT,304930,0
27843,76561198025343046,http://steamcommunity.com/profiles/76561198025343046,2,2015-01-12,6000,1
27844,pranav69,http://steamcommunity.com/id/pranav69,2,NaT,4000,1
27845,ytCremzy,http://steamcommunity.com/id/ytCremzy,2,NaT,730,1
27846,76561198013427907,http://steamcommunity.com/profiles/76561198013427907,0,2013-12-27,49520,1
27847,76561198041163483,http://steamcommunity.com/profiles/76561198041163483,2,NaT,213670,1
27848,76561198082590747,http://steamcommunity.com/profiles/76561198082590747,2,NaT,326460,1
27849,76561197996744185,http://steamcommunity.com/profiles/76561197996744185,2,2014-12-21,214490,1
27859,76561198099488712,http://steamcommunity.com/profiles/76561198099488712,2,NaT,205710,1
27863,DAFATGUY0608,http://steamcommunity.com/id/DAFATGUY0608,0,2014-06-22,440,1
27864,SiteYouAreEll,http://steamcommunity.com/id/SiteYouAreEll,2,2014-01-17,4000,1
27865,DajTh3Dj,http://steamcommunity.com/id/DajTh3Dj,2,NaT,4000,1
27869,76561198070917100,http://steamcommunity.com/profiles/76561198070917100,2,2014-04-13,213670,1
27870,frank_1999,http://steamcommunity.com/id/frank_1999,2,2014-04-13,113020,1
27872,lukewheeler,http://steamcommunity.com/id/lukewheeler,2,2015-08-01,319630,1
27873,76561198091434225,http://steamcommunity.com/profiles/76561198091434225,0,2015-01-23,44320,0
27878,76561198027724520,http://steamcommunity.com/profiles/76561198027724520,2,2013-12-12,206190,1
27879,AdamRE6,http://steamcommunity.com/id/AdamRE6,0,2015-05-23,223710,1
27885,keptiin,http://steamcommunity.com/id/keptiin,2,2015-11-24,391540,1
27886,76561198057950387,http://steamcommunity.com/profiles/76561198057950387,2,NaT,115100,1
27894,ChronicHazard,http://steamcommunity.com/id/ChronicHazard,0,2015-04-07,314160,1
27895,76561198075023672,http://steamcommunity.com/profiles/76561198075023672,2,2015-01-24,304930,1
27898,Dabeh,http://steamcommunity.com/id/Dabeh,2,2015-05-05,1520,1
27905,76561198035716480,http://steamcommunity.com/profiles/76561198035716480,2,2014-06-14,218620,1
27906,76561198069618446,http://steamcommunity.com/profiles/76561198069618446,2,NaT,443810,1
27909,DancingIpod,http://steamcommunity.com/id/DancingIpod,2,2015-10-29,262900,1
27910,76561198056483646,http://steamcommunity.com/profiles/76561198056483646,2,2015-04-07,242920,1
27911,dandeloinz,http://steamcommunity.com/id/dandeloinz,2,2014-06-20,570,1
27912,djacko,http://steamcommunity.com/id/djacko,2,2014-08-30,8870,1
27916,76561198040642262,http://steamcommunity.com/profiles/76561198040642262,2,2015-09-02,9900,0
27917,76561198016761464,http://steamcommunity.com/profiles/76561198016761464,2,2014-12-19,209080,1
27926,fivetwothreesevenfive,http://steamcommunity.com/id/fivetwothreesevenfive,0,NaT,202970,0
27928,daniel01ricardo,http://steamcommunity.com/id/daniel01ricardo,2,2014-03-01,252490,1
27929,danield123dd,http://steamcommunity.com/id/danield123dd,2,2014-06-21,221910,1
27933,danielm0f0,http://steamcommunity.com/id/danielm0f0,2,2015-07-22,287390,1
27935,76561198107673486,http://steamcommunity.com/profiles/76561198107673486,2,2013-12-26,17080,1
27936,dpuser,http://steamcommunity.com/id/dpuser,2,2014-03-03,208090,1
27938,cetrox,http://steamcommunity.com/id/cetrox,2,2015-07-27,269210,1
27941,daninjaXD,http://steamcommunity.com/id/daninjaXD,2,2014-01-24,440,1
27942,76561198092345811,http://steamcommunity.com/profiles/76561198092345811,0,2015-06-12,250900,1
27945,deothante,http://steamcommunity.com/id/deothante,2,NaT,273350,1
27946,76561197992870209,http://steamcommunity.com/profiles/76561197992870209,2,2015-03-07,301520,1
27948,regansmash1,http://steamcommunity.com/id/regansmash1,2,2015-10-07,255710,1
27954,76561198050553497,http://steamcommunity.com/profiles/76561198050553497,2,2014-07-07,440,1
27955,NXJUPTUS,http://steamcommunity.com/id/NXJUPTUS,0,NaT,292030,1
27957,nivlacoaix,http://steamcommunity.com/id/nivlacoaix,2,2015-06-10,250900,1
27958,76561198054531573,http://steamcommunity.com/profiles/76561198054531573,2,NaT,404010,0
27959,DM420,http://steamcommunity.com/id/DM420,2,2012-11-06,570,1
27965,whofckcares,http://steamcommunity.com/id/whofckcares,2,2015-10-25,242760,1
27966,76561198234911980,http://steamcommunity.com/profiles/76561198234911980,2,2015-06-30,335800,1
27968,dokutora,http://steamcommunity.com/id/dokutora,2,NaT,72850,0
27970,76561198089084860,http://steamcommunity.com/profiles/76561198089084860,2,2013-12-21,440,1
27971,danmarcantonio,http://steamcommunity.com/id/danmarcantonio,2,2014-12-15,274940,1
27975,76561198064894873,http://steamcommunity.com/profiles/76561198064894873,2,2013-12-06,234530,1
27976,iLaGGaH,http://steamcommunity.com/id/iLaGGaH,2,2013-02-21,570,1
27985,o_danone,http://steamcommunity.com/id/o_danone,2,2014-02-25,226320,1
27989,danthettt,http://steamcommunity.com/id/danthettt,2,2014-07-29,221100,1
27999,76561198095226942,http://steamcommunity.com/profiles/76561198095226942,2,2014-05-22,4000,1
28000,76561198065514797,http://steamcommunity.com/profiles/76561198065514797,2,2014-05-25,232810,1
28003,76561198006158702,http://steamcommunity.com/profiles/76561198006158702,0,2015-02-02,10220,0
28004,76561197995108212,http://steamcommunity.com/profiles/76561197995108212,2,NaT,377160,1
28005,76561198071650293,http://steamcommunity.com/profiles/76561198071650293,0,2014-09-10,304930,1
28007,nikolascortes,http://steamcommunity.com/id/nikolascortes,2,2014-12-05,223710,1
28011,76561198061818198,http://steamcommunity.com/profiles/76561198061818198,2,2015-06-11,730,1
28012,DarkTitan9174,http://steamcommunity.com/id/DarkTitan9174,2,2014-11-23,39000,1
28016,76561198040576023,http://steamcommunity.com/profiles/76561198040576023,2,2013-12-28,440,1
28017,76561198079344227,http://steamcommunity.com/profiles/76561198079344227,2,2015-01-01,269370,1
28019,76561198120785462,http://steamcommunity.com/profiles/76561198120785462,0,2015-10-22,289090,0
28020,DarkerPlaysGames,http://steamcommunity.com/id/DarkerPlaysGames,2,2014-08-05,202090,1
28021,76561197976455887,http://steamcommunity.com/profiles/76561197976455887,2,NaT,310950,0
28022,Darkfuji,http://steamcommunity.com/id/Darkfuji,2,2015-03-31,346900,0
28023,76561198019905604,http://steamcommunity.com/profiles/76561198019905604,2,NaT,275850,1
28024,76561198075455531,http://steamcommunity.com/profiles/76561198075455531,2,NaT,211820,0
28025,76561198105242944,http://steamcommunity.com/profiles/76561198105242944,2,2014-07-12,301520,1
28028,eliteboy,http://steamcommunity.com/id/eliteboy,2,NaT,221100,0
28031,76561198121734645,http://steamcommunity.com/profiles/76561198121734645,2,NaT,311210,1
28032,DarkNinja1369,http://steamcommunity.com/id/DarkNinja1369,2,2012-10-09,49520,1
28033,aidenisbae,http://steamcommunity.com/id/aidenisbae,2,2015-07-20,354140,1
28038,Darkos___,http://steamcommunity.com/id/Darkos___,0,2014-06-22,107410,1
28039,76561198088209379,http://steamcommunity.com/profiles/76561198088209379,2,2014-04-24,49520,1
28040,76561198065890757,http://steamcommunity.com/profiles/76561198065890757,0,2013-12-21,241700,1
28041,76561198051255089,http://steamcommunity.com/profiles/76561198051255089,2,2014-07-10,48700,1
28043,theofficiald4rk,http://steamcommunity.com/id/theofficiald4rk,0,2014-06-27,221100,1
28045,76561198039480319,http://steamcommunity.com/profiles/76561198039480319,2,2014-04-07,212680,1
28046,kenzaka482,http://steamcommunity.com/id/kenzaka482,2,2014-08-19,222880,1
28049,76561198062145857,http://steamcommunity.com/profiles/76561198062145857,2,2015-07-13,268420,1
28050,76561198084441276,http://steamcommunity.com/profiles/76561198084441276,2,2014-09-25,220,1
28052,76561198086509186,http://steamcommunity.com/profiles/76561198086509186,2,2014-01-07,240320,0
28053,Azgrai,http://steamcommunity.com/id/Azgrai,2,2014-03-16,242720,0
28057,76561198017659661,http://steamcommunity.com/profiles/76561198017659661,2,2015-10-22,235540,1
28061,76561198049711406,http://steamcommunity.com/profiles/76561198049711406,2,2014-12-31,7670,1
28065,76561198091885821,http://steamcommunity.com/profiles/76561198091885821,2,NaT,287290,0
28069,Aragnum,http://steamcommunity.com/id/Aragnum,2,2014-09-22,290080,1
28075,DarthVaderRidingCharizard,http://steamcommunity.com/id/DarthVaderRidingCharizard,0,2014-07-27,238240,0
28076,76561198062298425,http://steamcommunity.com/profiles/76561198062298425,2,2015-12-30,244450,0
28080,76561197976984468,http://steamcommunity.com/profiles/76561197976984468,2,2015-04-26,285160,0
28081,Darvenom,http://steamcommunity.com/id/Darvenom,2,2013-01-16,40800,1
28082,ilovehamstersandbunnies,http://steamcommunity.com/id/ilovehamstersandbunnies,2,2014-01-18,340,1
28083,76561198108000725,http://steamcommunity.com/profiles/76561198108000725,0,2015-10-29,299460,1
28084,DasKrow,http://steamcommunity.com/id/DasKrow,2,2014-09-23,236510,1
28087,memesyouneedemigotem,http://steamcommunity.com/id/memesyouneedemigotem,2,2015-05-01,218230,0
28088,76561198087170428,http://steamcommunity.com/profiles/76561198087170428,2,2014-12-25,206420,1
28089,76561198075900533,http://steamcommunity.com/profiles/76561198075900533,2,2015-08-06,344040,0
28093,Rule_34_is_always_right,http://steamcommunity.com/id/Rule_34_is_always_right,0,2014-06-10,211820,1
28094,76561198092971472,http://steamcommunity.com/profiles/76561198092971472,2,NaT,323470,1
28095,scoutcrap1,http://steamcommunity.com/id/scoutcrap1,2,NaT,113400,1
28096,flynnnz,http://steamcommunity.com/id/flynnnz,2,NaT,273350,1
28098,dickspitarm,http://steamcommunity.com/id/dickspitarm,0,2015-06-21,730,0
28102,DAT_BOl,http://steamcommunity.com/id/DAT_BOl,2,2015-07-10,252950,1
28103,76561198071716011,http://steamcommunity.com/profiles/76561198071716011,2,NaT,730,1
28104,76561198085042163,http://steamcommunity.com/profiles/76561198085042163,2,2015-04-21,304030,1
28105,76561198087173211,http://steamcommunity.com/profiles/76561198087173211,2,2014-12-21,304930,0
28107,76561198068056922,http://steamcommunity.com/profiles/76561198068056922,2,2014-05-16,243870,0
28108,davidkhumsri,http://steamcommunity.com/id/davidkhumsri,2,2014-02-20,206420,1
28110,76561198043929272,http://steamcommunity.com/profiles/76561198043929272,2,2013-04-18,219640,1
28111,johngray40,http://steamcommunity.com/id/johngray40,2,2013-04-02,8870,1
28113,panudichaum,http://steamcommunity.com/id/panudichaum,2,2014-05-28,570,1
28114,76561197972059969,http://steamcommunity.com/profiles/76561197972059969,2,NaT,42700,1
28115,DavidDoDecree,http://steamcommunity.com/id/DavidDoDecree,2,2015-07-24,238430,0
28118,SwagDavy,http://steamcommunity.com/id/SwagDavy,2,2015-12-14,393420,1
28120,ec7yp4,http://steamcommunity.com/id/ec7yp4,2,NaT,440,1
28121,76561198031394484,http://steamcommunity.com/profiles/76561198031394484,2,2014-11-20,298110,1
28123,dax246,http://steamcommunity.com/id/dax246,2,2014-06-26,204360,1
28125,Lotte88,http://steamcommunity.com/id/Lotte88,2,2014-09-19,730,1
28126,76561198023971448,http://steamcommunity.com/profiles/76561198023971448,2,NaT,202970,1
28134,76561198057276303,http://steamcommunity.com/profiles/76561198057276303,2,2015-09-28,730,1
28137,Dazie,http://steamcommunity.com/id/Dazie,2,2015-01-30,319630,1
28138,DazzaMH,http://steamcommunity.com/id/DazzaMH,2,2015-10-21,318430,1
28141,DazzaLCFC,http://steamcommunity.com/id/DazzaLCFC,2,2014-12-20,214490,1
28147,76561198078267210,http://steamcommunity.com/profiles/76561198078267210,2,2015-07-02,440,1
28148,76561198068092609,http://steamcommunity.com/profiles/76561198068092609,2,2014-02-20,208090,1
28149,Da_Stel_,http://steamcommunity.com/id/Da_Stel_,2,2015-04-22,223470,1
28150,DBZfreakMBB,http://steamcommunity.com/id/DBZfreakMBB,2,NaT,275850,0
28156,76561198062422965,http://steamcommunity.com/profiles/76561198062422965,2,2014-11-06,730,1
28157,DCHuckels97,http://steamcommunity.com/id/DCHuckels97,2,2014-04-04,265930,1
28158,dcrschannel,http://steamcommunity.com/id/dcrschannel,2,2014-11-30,222880,1
